Number,TEXT VALENCE,TEXT AROUSAL,TEXT DOMINANCE,AUDIO VALENCE,AUDIO AROUSAL,AUDIO DOMINANCE,predicted_emotion,label,consistency label,GMM_FINAL_LABEL,,,,,,,
715,0.132666667,0.092333333,-0.033333333,-0.416965663,-0.124078512,0.055946231,surprise,surprise,1,consistent,,,,,,,
716,-0.132,-0.04475,-0.0745,-0.111773789,-0.04289335,0.024457455,disgust,surprise,0,consistent,,,,,,,
717,0.012,0.144333333,0.192,-0.080381215,0.115567207,0.178420544,surprise,surprise,1,consistent,,,,,,,
718,0.25,0.026,-0.0112,-0.659503818,0.450943232,0.468187094,anger,anger,1,inconsistent,,,,,,,
719,0.246,-0.113142857,-0.060714286,-0.591210723,0.344872952,0.427572608,surprise,anger,0,inconsistent,,,,,,,
720,0.17525,0.0445,-0.04125,-0.242790878,0.330497861,0.448375821,surprise,anger,0,consistent,,,,,,,
721,0.4425,0.052,0.3265,-0.014576375,0.33592701,0.424995422,surprise,anger,0,consistent,,,,,,,
722,0.325166667,0.1145,-0.037,-0.425415277,0.327739239,0.440436721,surprise,anger,0,inconsistent,,,,,,,
723,-0.1916,0.115,-0.1156,-0.548395991,0.052583694,0.208975315,fear,disgust,0,consistent,,,,,,,
724,0.0696,-0.0712,-0.112,-0.146573246,0.224936008,0.283915877,surprise,disgust,0,consistent,,,,,,,
725,-0.624,0.334,-0.608,-0.039653301,0.428024292,0.443086267,anger,disgust,0,inconsistent,,,,,,,
726,-0.301,0.168,-0.191,-1,0.415479898,0.542272568,anger,disgust,0,inconsistent,,,,,,,
727,-0.385,0.1135,-0.319,-0.255024672,0.008947968,0.178349495,fear,disgust,0,consistent,,,,,,,
728,0.1676,-0.184,0.1636,-0.265375197,-0.038104653,0.05900526,surprise,fear,0,consistent,,,,,,,
729,0.1995,0.111,0.055,-0.189131796,0.093323708,0.140096664,surprise,fear,0,consistent,,,,,,,
730,-0.174,0.238,0.134,-0.735677242,-0.063478768,0.082866788,fear,fear,1,consistent,,,,,,,
731,-0.265333333,-0.356,-0.325333333,-0.249519587,0.297523022,0.342357159,sadness,fear,0,inconsistent,,,,,,,
732,0.025571429,-0.164571429,-0.043142857,-0.488758206,0.265808821,0.324125528,fear,fear,1,consistent,,,,,,,
733,0.4765,0.12425,0.3655,1,0.631110668,0.686622858,happiness,happiness,1,consistent,,,,,,,
734,0.47525,0.2,0.2645,0.977857113,0.729851246,0.719354868,happiness,happiness,1,inconsistent,,,,,,,
735,0.4195,0.3325,0.167,0.639911413,0.581179857,0.694159508,happiness,happiness,1,consistent,,,,,,,
736,0.92,0.22,0.586,0.155504942,0.452265263,0.55576849,happiness,happiness,1,consistent,,,,,,,
737,0.816,0.862,0.418,0.961600304,0.518031597,0.556657791,happiness,happiness,1,consistent,,,,,,,
738,0.304,-0.2235,0.18,-0.279579818,-0.63747561,-0.380729795,surprise,sadness,0,inconsistent,,,,,,,
739,0.1856,-0.1384,0.0748,-0.639432907,-0.242646992,-0.086139023,sadness,sadness,1,consistent,,,,,,,
740,0.408333333,-0.0495,0.250833333,-0.025561094,-0.062559247,0.11604929,surprise,sadness,0,consistent,,,,,,,
741,0.4685,-0.548,-0.1085,-0.107644379,-0.38977015,-0.121919572,surprise,sadness,0,consistent,,,,,,,
742,0.418,0.0735,0.324,-0.372703016,-0.236121058,0.031130195,surprise,sadness,0,inconsistent,,,,,,,
743,-0.012,-0.14275,-0.0455,-0.403502882,0.092091322,0.236758471,sadness,surprise,0,consistent,,,,,,,
744,-0.020666667,0.132666667,-0.082,-0.451636732,0.101474166,0.153238535,fear,surprise,0,consistent,,,,,,,
745,0.132666667,0.092333333,-0.033333333,-0.586491585,-0.131317496,0.063244343,sadness,surprise,0,consistent,,,,,,,
746,-0.132,-0.04475,-0.0745,-0.361100852,-0.417431355,-0.205046415,sadness,surprise,0,consistent,,,,,,,
747,0.012,0.144333333,0.192,-0.196095645,-0.120821953,0.045035243,surprise,surprise,1,consistent,,,,,,,
748,0.25,0.026,-0.0112,-0.481909454,0.480010509,0.48932898,surprise,anger,0,inconsistent,,,,,,,
749,0.246,-0.113142857,-0.060714286,-0.510507941,0.142397523,0.263836861,surprise,anger,0,inconsistent,,,,,,,
750,0.17525,0.0445,-0.04125,-0.174828231,0.229637027,0.330543041,surprise,anger,0,consistent,,,,,,,
751,0.4425,0.052,0.3265,-0.126860559,0.304476738,0.340701103,surprise,anger,0,consistent,,,,,,,
752,0.325166667,0.1145,-0.037,-0.462354481,-0.155335903,0.016500711,disgust,anger,0,consistent,,,,,,,
753,-0.1916,0.115,-0.1156,-0.104592741,0.163947344,0.251987457,surprise,disgust,0,consistent,,,,,,,
754,0.0696,-0.0712,-0.112,-0.113922358,-0.032832026,0.013271928,disgust,disgust,1,consistent,,,,,,,
755,-0.624,0.334,-0.608,0.077363014,0.136202812,0.124105096,anger,disgust,0,inconsistent,,,,,,,
756,-0.301,0.168,-0.191,-0.510621309,-0.172433555,-0.038403392,sadness,disgust,0,consistent,,,,,,,
757,-0.385,0.1135,-0.319,-0.567119956,-0.278133273,-0.109532833,sadness,disgust,0,consistent,,,,,,,
758,0.1676,-0.184,0.1636,-0.310691059,0.046869159,0.063362598,surprise,fear,0,consistent,,,,,,,
759,0.1995,0.111,0.055,-0.285864711,-0.203701258,-0.13413918,disgust,fear,0,consistent,,,,,,,
760,-0.174,0.238,0.134,-0.820469737,0.049044013,0.109830618,fear,fear,1,consistent,,,,,,,
761,-0.265333333,-0.356,-0.325333333,-0.623076558,0.363468289,0.377997994,fear,fear,1,inconsistent,,,,,,,
762,0.025571429,-0.164571429,-0.043142857,-0.374863207,-0.146561027,0.012689829,disgust,fear,0,consistent,,,,,,,
763,0.4765,0.12425,0.3655,1,0.530791998,0.623425722,happiness,happiness,1,consistent,,,,,,,
764,0.47525,0.2,0.2645,0.638058662,0.047401667,0.146103144,surprise,happiness,0,consistent,,,,,,,
765,0.4195,0.3325,0.167,0.849992514,0.332860112,0.431087017,happiness,happiness,1,consistent,,,,,,,
766,0.92,0.22,0.586,-0.022579491,-0.012982965,0.045912504,surprise,happiness,0,inconsistent,,,,,,,
767,0.816,0.862,0.418,0.885249376,0.281716347,0.391328812,happiness,happiness,1,consistent,,,,,,,
768,0.304,-0.2235,0.18,-0.308873832,-0.712438583,-0.433499813,disgust,sadness,0,inconsistent,,,,,,,
769,0.1856,-0.1384,0.0748,-0.608872771,-0.328885436,-0.138465583,sadness,sadness,1,consistent,,,,,,,
770,0.408333333,-0.0495,0.250833333,0.224332809,-0.255929828,-0.011723161,surprise,sadness,0,consistent,,,,,,,
771,0.312333333,-0.365333333,-0.06,0.011033893,-0.54429096,-0.27246511,surprise,sadness,0,consistent,,,,,,,
772,0.482333333,0.049,0.401333333,0.029072165,-0.527166963,-0.230846107,surprise,sadness,0,inconsistent,,,,,,,
773,-0.012,-0.14275,-0.0455,-0.500957251,0.074957371,0.156223536,sadness,surprise,0,consistent,,,,,,,
774,-0.020666667,0.132666667,-0.082,-0.355032265,0.060682416,0.167721748,surprise,surprise,1,consistent,,,,,,,
775,0.132666667,0.092333333,-0.033333333,-0.448654473,0.117962122,0.217601538,surprise,surprise,1,consistent,,,,,,,
776,-0.132,-0.04475,-0.0745,-0.476228297,-0.237825036,-0.056251645,sadness,surprise,0,consistent,,,,,,,
777,0.012,0.144333333,0.192,-0.278455496,0.034226418,0.077681422,surprise,surprise,1,consistent,,,,,,,
778,0.25,0.026,-0.0112,-0.275317848,0.662466764,0.616155386,surprise,anger,0,inconsistent,,,,,,,
779,0.246,-0.113142857,-0.060714286,-0.290747583,0.187351465,0.250134587,surprise,anger,0,consistent,,,,,,,
780,0.17525,0.0445,-0.04125,-0.158639491,-0.211806893,-0.009698331,surprise,anger,0,consistent,,,,,,,
781,0.4425,0.052,0.3265,0.088470936,-0.191470206,-0.047969937,surprise,anger,0,consistent,,,,,,,
782,0.325166667,0.1145,-0.037,-0.062754869,-0.204892635,-0.049808383,surprise,anger,0,consistent,,,,,,,
783,-0.1916,0.115,-0.1156,-0.402534068,-0.327279925,-0.149597287,sadness,disgust,0,consistent,,,,,,,
784,0.0696,-0.0712,-0.112,0.272255421,-0.211491406,-0.067490339,surprise,disgust,0,consistent,,,,,,,
785,-0.624,0.334,-0.608,0.375689387,0.109731913,0.20648241,disgust,disgust,1,inconsistent,,,,,,,
786,-0.301,0.168,-0.191,-0.108408391,-0.352352738,-0.216642439,sadness,disgust,0,consistent,,,,,,,
787,-0.385,0.1135,-0.319,-0.249303222,-0.78308022,-0.498017192,sadness,disgust,0,inconsistent,,,,,,,
788,0.1676,-0.184,0.1636,0.138415456,-0.565084398,-0.327456951,surprise,fear,0,consistent,,,,,,,
789,0.1995,0.111,0.055,-0.375480831,-0.617048502,-0.419237971,disgust,fear,0,inconsistent,,,,,,,
790,-0.174,0.238,0.134,-0.195962608,-0.269638538,-0.149370551,disgust,fear,0,consistent,,,,,,,
791,-0.265333333,-0.356,-0.325333333,-0.399802983,-0.369194865,-0.25669992,sadness,fear,0,consistent,,,,,,,
792,0.025571429,-0.164571429,-0.043142857,-0.233342111,-0.264021039,-0.134133101,disgust,fear,0,consistent,,,,,,,
793,0.4765,0.12425,0.3655,0.789743543,0.221913099,0.267740965,surprise,happiness,0,consistent,,,,,,,
794,0.47525,0.2,0.2645,0.512863874,-0.080464482,0.002336264,surprise,happiness,0,consistent,,,,,,,
795,0.4195,0.3325,0.167,0.5767138,-0.462573826,-0.143850982,surprise,happiness,0,inconsistent,,,,,,,
796,0.92,0.22,0.586,-0.067444861,-0.670796156,-0.493869603,surprise,happiness,0,inconsistent,,,,,,,
797,0.816,0.862,0.418,1,0.503635406,0.493579626,happiness,happiness,1,consistent,,,,,,,
798,0.304,-0.2235,0.18,-0.332814693,-0.724410295,-0.482803285,disgust,sadness,0,inconsistent,,,,,,,
799,0.1856,-0.1384,0.0748,-0.32329005,-0.542248189,-0.40204823,disgust,sadness,0,consistent,,,,,,,
800,0.408333333,-0.0495,0.250833333,0.290569186,-0.310534,-0.046233952,surprise,sadness,0,consistent,,,,,,,
801,0.4685,-0.548,-0.1085,0.162835121,-0.659443498,-0.437542498,surprise,sadness,0,consistent,,,,,,,
802,0.418,0.0735,0.324,-0.103535593,-0.762848496,-0.535393119,surprise,sadness,0,inconsistent,,,,,,,
803,-0.012,-0.14275,-0.0455,0.24368906,-0.173520803,-0.051876545,surprise,surprise,1,consistent,,,,,,,
804,-0.020666667,0.132666667,-0.082,-0.204570353,-0.62104547,-0.406071603,disgust,surprise,0,consistent,,,,,,,
805,0.132666667,0.092333333,-0.033333333,-0.421803296,-0.651458144,-0.356812239,disgust,surprise,0,inconsistent,,,,,,,
806,-0.132,-0.04475,-0.0745,-0.091504395,-0.258905649,-0.134178042,disgust,surprise,0,consistent,,,,,,,
807,0.012,0.144333333,0.192,0.449851036,-0.167063177,-0.037890613,surprise,surprise,1,consistent,,,,,,,
808,0.25,0.026,-0.0112,-0.396839261,-0.021661639,0.113039017,surprise,anger,0,consistent,,,,,,,
809,0.246,-0.113142857,-0.060714286,-0.398110449,0.30645299,0.371016264,surprise,anger,0,inconsistent,,,,,,,
810,0.17525,0.0445,-0.04125,-0.375544488,-0.035001218,0.106059551,surprise,anger,0,consistent,,,,,,,
811,0.4425,0.052,0.3265,-0.196665049,0.118896604,0.22314167,surprise,anger,0,consistent,,,,,,,
812,0.325166667,0.1145,-0.037,-0.173009932,0.163007498,0.33774972,surprise,anger,0,consistent,,,,,,,
813,-0.1916,0.115,-0.1156,-0.240187228,-0.015156388,0.135485053,fear,disgust,0,consistent,,,,,,,
814,0.0696,-0.0712,-0.112,0.271926045,0.092350364,0.154057503,surprise,disgust,0,consistent,,,,,,,
815,-0.624,0.334,-0.608,0.834174156,0.407537222,0.484299302,surprise,disgust,0,inconsistent,,,,,,,
816,-0.301,0.168,-0.191,-0.577843428,-0.041573524,0.156478405,fear,disgust,0,consistent,,,,,,,
817,-0.385,0.1135,-0.319,0.03936255,-0.115371704,0.04047668,disgust,disgust,1,consistent,,,,,,,
818,0.1676,-0.184,0.1636,0.142035842,0.393418789,0.407438278,surprise,fear,0,consistent,,,,,,,
819,0.1995,0.111,0.055,0.08308959,0.092702866,0.183001757,surprise,fear,0,consistent,,,,,,,
820,-0.174,0.238,0.134,-0.156182826,0.26893568,0.313924789,surprise,fear,0,consistent,,,,,,,
821,-0.265333333,-0.356,-0.325333333,-0.32772702,0.473482132,0.375613451,fear,fear,1,inconsistent,,,,,,,
822,0.025571429,-0.164571429,-0.043142857,-0.516662598,0.08651948,0.194328785,sadness,fear,0,consistent,,,,,,,
823,0.4765,0.12425,0.3655,1,0.552635193,0.582077265,happiness,happiness,1,consistent,,,,,,,
824,0.47525,0.2,0.2645,0.874081612,0.358866215,0.401243448,happiness,happiness,1,consistent,,,,,,,
825,0.4195,0.3325,0.167,0.733373404,-0.033324718,0.155734062,surprise,happiness,0,consistent,,,,,,,
826,0.92,0.22,0.586,0.299229741,0.12373209,0.172385693,surprise,happiness,0,consistent,,,,,,,
827,0.816,0.862,0.418,0.939994574,0.282944679,0.289973497,happiness,happiness,1,consistent,,,,,,,
828,0.304,-0.2235,0.18,-0.295657694,-0.591418266,-0.383197486,surprise,sadness,0,inconsistent,,,,,,,
829,0.1856,-0.1384,0.0748,-0.460426569,-0.692656398,-0.435189724,disgust,sadness,0,inconsistent,,,,,,,
830,0.408333333,-0.0495,0.250833333,0.424489617,-0.188524485,0.008183241,surprise,sadness,0,consistent,,,,,,,
831,0.4685,-0.548,-0.1085,0.151421785,-0.203428864,-0.062214553,surprise,sadness,0,consistent,,,,,,,
832,0.418,0.0735,0.324,-0.071199477,-0.456476152,-0.204513311,surprise,sadness,0,inconsistent,,,,,,,
833,-0.012,-0.14275,-0.0455,-0.24876827,0.03996551,0.171268225,surprise,surprise,1,consistent,,,,,,,
834,-0.020666667,0.132666667,-0.082,-0.393751681,0.10255146,0.172636986,fear,surprise,0,consistent,,,,,,,
835,0.132666667,0.092333333,-0.033333333,-0.404301822,0.177674651,0.287991762,surprise,surprise,1,consistent,,,,,,,
836,-0.132,-0.04475,-0.0745,-0.20111686,-0.077998936,0.005883813,disgust,surprise,0,consistent,,,,,,,
837,0.012,0.144333333,0.192,0.405745029,0.200498462,0.287641764,surprise,surprise,1,consistent,,,,,,,
838,0.25,0.026,-0.0112,-0.533873498,0.482043505,0.461763978,surprise,anger,0,inconsistent,,,,,,,
839,0.246,-0.113142857,-0.060714286,-0.560922861,0.354656458,0.414558172,surprise,anger,0,inconsistent,,,,,,,
840,0.17525,0.0445,-0.04125,-0.45289737,0.401043534,0.440028191,surprise,anger,0,inconsistent,,,,,,,
841,0.4425,0.052,0.3265,-0.187713683,0.253406525,0.321964502,surprise,anger,0,consistent,,,,,,,
842,0.325166667,0.1145,-0.037,-0.32231468,0.086175323,0.204584241,surprise,anger,0,consistent,,,,,,,
843,-0.1916,0.115,-0.1156,-0.524938345,-0.001022577,0.1427809,fear,disgust,0,consistent,,,,,,,
844,0.0696,-0.0712,-0.112,0.072129726,0.124749541,0.19245708,surprise,disgust,0,consistent,,,,,,,
845,-0.624,0.334,-0.608,0.091295719,0.167251229,0.223062992,anger,disgust,0,inconsistent,,,,,,,
846,-0.301,0.168,-0.191,-1,0.408720732,0.510492921,anger,disgust,0,inconsistent,,,,,,,
847,-0.385,0.1135,-0.319,-0.807957888,0.047339439,0.251694679,fear,disgust,0,consistent,,,,,,,
848,0.1676,-0.184,0.1636,-0.401315391,-0.357192636,-0.211966872,disgust,fear,0,consistent,,,,,,,
849,0.1995,0.111,0.055,-0.22223264,-0.317276359,-0.159915566,disgust,fear,0,consistent,,,,,,,
850,-0.174,0.238,0.134,-0.813611984,-0.077851772,0.059742451,fear,fear,1,consistent,,,,,,,
851,-0.265333333,-0.356,-0.325333333,-0.508112311,0.043952346,0.107852459,sadness,fear,0,consistent,,,,,,,
852,0.025571429,-0.164571429,-0.043142857,-0.685327649,0.048856258,0.14149797,sadness,fear,0,consistent,,,,,,,
853,0.4765,0.12425,0.3655,0.799368858,0.472403407,0.54201889,happiness,happiness,1,consistent,,,,,,,
854,0.47525,0.2,0.2645,0.588753223,0.675256491,0.667596102,happiness,happiness,1,consistent,,,,,,,
855,0.4195,0.3325,0.167,0.908884048,0.714670658,0.744007587,happiness,happiness,1,consistent,,,,,,,
856,0.92,0.22,0.586,0.437181592,0.291630983,0.37071228,happiness,happiness,1,consistent,,,,,,,
857,0.816,0.862,0.418,0.52178216,0.616468072,0.569781899,happiness,happiness,1,consistent,,,,,,,
858,0.304,-0.2235,0.18,-0.353179693,-0.300148129,-0.067666054,surprise,sadness,0,consistent,,,,,,,
859,0.1856,-0.1384,0.0748,-0.509996414,-0.094588935,0.058236361,surprise,sadness,0,consistent,,,,,,,
860,0.408333333,-0.0495,0.250833333,-0.208163023,-0.191140115,-0.012456536,surprise,sadness,0,consistent,,,,,,,
861,0.4685,-0.548,-0.1085,0.057888389,-0.266569972,-0.046548069,surprise,sadness,0,consistent,,,,,,,
862,0.418,0.0735,0.324,-0.208134353,-0.447782576,-0.224371076,surprise,sadness,0,inconsistent,,,,,,,
863,-0.012,-0.14275,-0.0455,-0.449654222,0.04562068,0.183628082,sadness,surprise,0,consistent,,,,,,,
864,-0.020666667,0.132666667,-0.082,-0.346112311,0.192685843,0.248058558,surprise,surprise,1,consistent,,,,,,,
865,0.132666667,0.092333333,-0.033333333,-0.56546104,0.224783182,0.341886282,fear,surprise,0,consistent,,,,,,,
866,-0.132,-0.04475,-0.0745,-0.322013021,0.041559935,0.129390955,sadness,surprise,0,consistent,,,,,,,
867,0.012,0.144333333,0.192,-0.317483008,0.337677002,0.313956738,surprise,surprise,1,consistent,,,,,,,
868,0.25,0.026,-0.0112,-0.37104243,0.437338829,0.458509445,surprise,anger,0,inconsistent,,,,,,,
869,0.246,-0.113142857,-0.060714286,-0.462388456,0.394847512,0.459492207,surprise,anger,0,inconsistent,,,,,,,
870,0.17525,0.0445,-0.04125,-0.517376184,0.5436517,0.529631615,surprise,anger,0,inconsistent,,,,,,,
871,0.4425,0.052,0.3265,-0.430959642,0.49728322,0.500119567,surprise,anger,0,inconsistent,,,,,,,
872,0.325166667,0.1145,-0.037,-0.260735333,0.400770187,0.485279202,surprise,anger,0,consistent,,,,,,,
873,-0.1916,0.115,-0.1156,-0.238154233,0.101737499,0.11995244,fear,disgust,0,consistent,,,,,,,
874,0.0696,-0.0712,-0.112,0.170733333,0.301699877,0.295650244,surprise,disgust,0,consistent,,,,,,,
875,-0.624,0.334,-0.608,-0.072395384,0.643845677,0.622352719,anger,disgust,0,inconsistent,,,,,,,
876,-0.301,0.168,-0.191,-0.058135688,0.68900466,0.599817753,surprise,disgust,0,inconsistent,,,,,,,
877,-0.385,0.1135,-0.319,0.062227368,0.135893703,0.208106756,disgust,disgust,1,consistent,,,,,,,
878,0.1676,-0.184,0.1636,-0.164415538,-0.005259514,0.026531935,surprise,fear,0,consistent,,,,,,,
879,0.1995,0.111,0.055,-0.375984728,-0.197458625,-0.075808644,disgust,fear,0,consistent,,,,,,,
880,-0.174,0.238,0.134,-0.720670164,0.455093145,0.426849604,anger,fear,0,consistent,,,,,,,
881,-0.265333333,-0.356,-0.325333333,-0.8264606,0.777278543,0.693433285,anger,fear,0,inconsistent,,,,,,,
882,0.025571429,-0.164571429,-0.043142857,-0.67816925,0.588781714,0.536202788,anger,fear,0,inconsistent,,,,,,,
883,0.4765,0.12425,0.3655,0.802412987,0.647628784,0.661132693,happiness,happiness,1,consistent,,,,,,,
884,0.47525,0.2,0.2645,0.83875072,0.414343953,0.478695393,happiness,happiness,1,consistent,,,,,,,
885,0.4195,0.3325,0.167,0.710330963,0.659557819,0.658913732,happiness,happiness,1,consistent,,,,,,,
886,0.92,0.22,0.586,0.053390384,0.52112484,0.467225432,happiness,happiness,1,inconsistent,,,,,,,
887,0.816,0.862,0.418,0.225600362,0.708361864,0.662102699,happiness,happiness,1,consistent,,,,,,,
888,0.304,-0.2235,0.18,-0.283239901,-0.403199911,-0.215396225,surprise,sadness,0,consistent,,,,,,,
889,0.1856,-0.1384,0.0748,-0.244517565,-0.04828012,-0.0052917,surprise,sadness,0,consistent,,,,,,,
890,0.408333333,-0.0495,0.250833333,0.257233858,-0.154307246,0.048753738,surprise,sadness,0,consistent,,,,,,,
891,0.4685,-0.548,-0.1085,0.058253407,0.116977453,0.224734783,surprise,sadness,0,consistent,,,,,,,
892,0.418,0.0735,0.324,0.248202085,-0.173838437,0.031522512,surprise,sadness,0,consistent,,,,,,,
893,-0.012,-0.14275,-0.0455,-0.471280038,0.389064074,0.358938694,fear,surprise,0,consistent,,,,,,,
894,-0.020666667,0.132666667,-0.082,-0.457581758,0.458773971,0.460711956,anger,surprise,0,consistent,,,,,,,
895,0.132666667,0.092333333,-0.033333333,-0.247490168,0.356868029,0.351019859,surprise,surprise,1,consistent,,,,,,,
896,-0.132,-0.04475,-0.0745,-0.199602723,0.18142724,0.241255045,surprise,surprise,1,consistent,,,,,,,
897,0.012,0.144333333,0.192,-0.283396423,0.696217179,0.619352341,surprise,surprise,1,consistent,,,,,,,
898,0.25,0.026,-0.0112,-0.53982079,0.457989812,0.48512578,surprise,anger,0,inconsistent,,,,,,,
899,0.246,-0.113142857,-0.060714286,-0.588824272,0.583276749,0.622416019,surprise,anger,0,inconsistent,,,,,,,
900,0.17525,0.0445,-0.04125,-0.487399995,0.531919599,0.57521534,surprise,anger,0,inconsistent,,,,,,,
901,0.4425,0.052,0.3265,-0.263894856,0.688039303,0.638396025,surprise,anger,0,inconsistent,,,,,,,
902,0.325166667,0.1145,-0.037,-0.574597597,0.765538931,0.786595225,surprise,anger,0,inconsistent,,,,,,,
903,-0.1916,0.115,-0.1156,-0.625685453,-0.118315279,0.046979547,sadness,disgust,0,consistent,,,,,,,
904,0.0696,-0.0712,-0.112,0.280051827,-0.106380939,-0.021883011,surprise,disgust,0,consistent,,,,,,,
905,-0.624,0.334,-0.608,0.225993752,0.10003674,0.050787926,disgust,disgust,1,inconsistent,,,,,,,
906,-0.301,0.168,-0.191,0.012318969,0.397414923,0.43732667,surprise,disgust,0,consistent,,,,,,,
907,-0.385,0.1135,-0.319,-0.560334682,0.212706208,0.328634977,fear,disgust,0,consistent,,,,,,,
908,0.1676,-0.184,0.1636,-0.244808972,-0.512522697,-0.339056492,disgust,fear,0,consistent,,,,,,,
909,0.1995,0.111,0.055,-0.224787056,-0.155939817,-0.040924668,surprise,fear,0,consistent,,,,,,,
910,-0.174,0.238,0.134,-0.506913424,0.164849877,0.2271384,anger,fear,0,consistent,,,,,,,
911,-0.265333333,-0.356,-0.325333333,-0.474347413,0.225637555,0.267575979,sadness,fear,0,inconsistent,,,,,,,
912,0.025571429,-0.164571429,-0.043142857,-0.379948199,-0.135950744,0.035351753,disgust,fear,0,consistent,,,,,,,
913,0.4765,0.12425,0.3655,0.966341734,0.400436878,0.516136527,happiness,happiness,1,consistent,,,,,,,
914,0.47525,0.2,0.2645,0.934808493,0.582679749,0.620445848,happiness,happiness,1,consistent,,,,,,,
915,0.4195,0.3325,0.167,0.025028467,-0.038334966,0.152195692,surprise,happiness,0,consistent,,,,,,,
916,0.92,0.22,0.586,0.139060974,0.04141283,0.107236385,surprise,happiness,0,inconsistent,,,,,,,
917,0.816,0.862,0.418,0.623904824,0.395920515,0.450138807,happiness,happiness,1,consistent,,,,,,,
918,0.304,-0.2235,0.18,-0.352907479,-0.843614459,-0.619593978,disgust,sadness,0,inconsistent,,,,,,,
919,0.1856,-0.1384,0.0748,-0.477177262,-0.27828747,-0.092877626,disgust,sadness,0,consistent,,,,,,,
920,0.408333333,-0.0495,0.250833333,0.192541838,-0.128336549,0.038769722,surprise,sadness,0,consistent,,,,,,,
921,0.4685,-0.548,-0.1085,0.003591418,-0.429210782,-0.179747164,surprise,sadness,0,consistent,,,,,,,
922,0.418,0.0735,0.324,-0.630859852,-0.280464947,-0.088128269,surprise,sadness,0,inconsistent,,,,,,,
923,-0.012,-0.14275,-0.0455,-0.410690129,0.30297029,0.355612993,fear,surprise,0,consistent,,,,,,,
924,-0.020666667,0.132666667,-0.082,-0.0078426,0.232561588,0.306535721,surprise,surprise,1,consistent,,,,,,,
925,0.132666667,0.092333333,-0.033333333,-0.620256543,-0.080695629,0.129597425,fear,surprise,0,consistent,,,,,,,
926,-0.132,-0.04475,-0.0745,-0.089178085,-0.029112697,0.078838587,surprise,surprise,1,consistent,,,,,,,
927,0.012,0.144333333,0.192,0.460010409,0.42929709,0.488593936,happiness,surprise,0,consistent,,,,,,,
928,0.25,0.026,-0.0112,-0.63568151,0.909092784,0.828116536,surprise,anger,0,inconsistent,,,,,,,
929,0.246,-0.113142857,-0.060714286,-0.501027465,0.60662508,0.608291507,surprise,anger,0,inconsistent,,,,,,,
930,0.17525,0.0445,-0.04125,-0.273214459,0.634857297,0.646855831,surprise,anger,0,inconsistent,,,,,,,
931,0.4425,0.052,0.3265,-0.26568222,0.398851275,0.433573246,surprise,anger,0,consistent,,,,,,,
932,0.325166667,0.1145,-0.037,-0.170305431,0.59049356,0.65584445,surprise,anger,0,inconsistent,,,,,,,
933,-0.1916,0.115,-0.1156,-0.419892132,0.421736717,0.493805528,anger,disgust,0,consistent,,,,,,,
934,0.0696,-0.0712,-0.112,0.040069342,0.277274013,0.308447599,surprise,disgust,0,consistent,,,,,,,
935,-0.624,0.334,-0.608,0.178428054,0.440049171,0.471785545,anger,disgust,0,inconsistent,,,,,,,
936,-0.301,0.168,-0.191,-0.940788209,0.621406555,0.686826587,anger,disgust,0,inconsistent,,,,,,,
937,-0.385,0.1135,-0.319,-0.498829424,0.116368294,0.298291206,fear,disgust,0,consistent,,,,,,,
938,0.1676,-0.184,0.1636,-0.183007896,0.409687519,0.380552769,surprise,fear,0,consistent,,,,,,,
939,0.1995,0.111,0.055,-0.102642119,-0.188872457,-0.10526973,surprise,fear,0,consistent,,,,,,,
940,-0.174,0.238,0.134,-0.774695933,0.287379742,0.365066051,anger,fear,0,consistent,,,,,,,
941,-0.265333333,-0.356,-0.325333333,-0.333553016,0.461746931,0.505671501,fear,fear,1,inconsistent,,,,,,,
942,0.025571429,-0.164571429,-0.043142857,-0.707618952,0.330665827,0.360078812,fear,fear,1,inconsistent,,,,,,,
943,0.4765,0.12425,0.3655,0.991171598,0.738579512,0.729182482,happiness,happiness,1,inconsistent,,,,,,,
944,0.47525,0.2,0.2645,0.759562969,0.746790648,0.68618679,happiness,happiness,1,consistent,,,,,,,
945,0.4195,0.3325,0.167,0.554139614,0.302765846,0.380914927,happiness,happiness,1,consistent,,,,,,,
946,0.92,0.22,0.586,0.159469008,0.432357311,0.48778677,happiness,happiness,1,consistent,,,,,,,
947,0.816,0.862,0.418,0.87435925,0.728649735,0.693249106,happiness,happiness,1,consistent,,,,,,,
948,0.304,-0.2235,0.18,-0.325594544,-1,-0.763021529,disgust,sadness,0,inconsistent,,,,,,,
949,0.1856,-0.1384,0.0748,-0.559322357,-0.888231874,-0.639389575,disgust,sadness,0,inconsistent,,,,,,,
950,0.408333333,-0.0495,0.250833333,0.024528265,-0.652384222,-0.339452386,surprise,sadness,0,inconsistent,,,,,,,
951,0.4685,-0.548,-0.1085,0.022569776,-0.726782918,-0.41409868,surprise,sadness,0,consistent,,,,,,,
952,0.418,0.0735,0.324,-0.078465998,-0.88761735,-0.54117161,surprise,sadness,0,inconsistent,,,,,,,
953,-0.012,-0.14275,-0.0455,-0.281299889,-0.136538148,0.017223835,disgust,surprise,0,consistent,,,,,,,
954,-0.020666667,0.132666667,-0.082,-0.561774373,0.182017922,0.270857573,fear,surprise,0,consistent,,,,,,,
